arm,long_thr,exit_thr,symbol,window,n_trades,total_return,sharpe,max_dd
structure_long,50.0,30.0,FTSE250,0,23,-0.03100106699088956,-0.355451226760574,-0.06086044294184356
structure_long,50.0,30.0,FTSE250,1,23,-0.02501543118013272,-0.2917272838303096,-0.05082150882518821
structure_long,50.0,30.0,IBEX35,3,49,-0.11037302150113393,-0.6407626888382683,-0.1538103931286895
structure_long,50.0,30.0,FTSE250,2,23,-0.12063009544721803,-1.6022885602366697,-0.1235871349140858
structure_long,50.0,30.0,UK100_ETF,0,24,-0.11460395117540245,-1.4923929722365716,-0.1347827714472204
structure_long,50.0,30.0,UK100_ETF,2,22,-0.1254634152822327,-1.5010370851325692,-0.14018287100840177
structure_long,50.0,30.0,UK100_ETF,1,23,-0.031923358407025315,-0.39019500789362277,-0.0449997316273435
structure_long,50.0,30.0,FTSE250,3,43,-0.15640156433172392,-1.065758088436857,-0.16844749847845675
structure_long,50.0,40.0,UK100,0,26,-0.10839143488267566,-1.6434802188706703,-0.12554516311232744
structure_long,50.0,40.0,UK100,1,25,-0.0503380223397073,-0.6883666832082731,-0.06249666013271804
structure_long,50.0,40.0,UK100,2,21,-0.09459608621189852,-1.2537948411088886,-0.09587564695150996
structure_long,50.0,40.0,DAX40,0,24,-0.032442187443773585,-0.4029392189242828,-0.051965299145623756
structure_long,50.0,30.0,UK100_ETF,3,40,-0.05734387484295056,-0.3987459853708698,-0.0935272467901277
structure_long,50.0,40.0,DAX40,1,22,0.012376078148637948,0.1816958738005341,-0.042411033095255624
structure_long,50.0,40.0,DAX40,2,22,-0.1137685122786194,-1.6397919391497287,-0.11377079805097623
structure_long,50.0,40.0,UK100,3,51,0.012960396243393735,0.10099530715911262,-0.07669389887983769
structure_long,50.0,40.0,CAC40,0,19,-0.05321281929083066,-0.7769716813410389,-0.07381110774916244
structure_long,50.0,40.0,CAC40,1,18,-0.0898223544237291,-1.268314223871997,-0.09084042251325541
structure_long,50.0,40.0,CAC40,2,22,-0.06050147592095423,-0.9115536377858495,-0.06648026059101231
structure_long,50.0,40.0,DAX40,3,42,-0.035026490236437,-0.2149441418905418,-0.07944896620727326
structure_long,50.0,40.0,IBEX35,0,21,-0.08626905134788232,-1.387392694372489,-0.1069567346021072
structure_long,50.0,40.0,IBEX35,1,23,-0.05660953326991891,-0.9819655866846803,-0.06264041201750181
structure_long,50.0,40.0,IBEX35,2,25,-0.11519379659863094,-1.6202525132518575,-0.11717972997861892
structure_long,50.0,40.0,CAC40,3,43,-0.12231654611053822,-0.8434462961399138,-0.15624470101207732
structure_long,50.0,40.0,FTSE250,0,23,-0.032844271779958745,-0.4036042138773882,-0.053668655476582616
